fold,lgbm_ic,ridge_ic,lgbm_hit,ridge_hit,ls_lgbm,ls_ridge,top10_features
1,0.2576228612999694,-0.07741395374236722,0.46765498652291104,0.4203433541503375,0.004321856004762182,-0.001812559885430005,"['rolling_vol_20d', 'nifty_vol_20d', 'nifty_vs_sma200', 'nifty_ret_20d', 'atr_pct', 'universe_breadth_50d', 'high_52w_proximity', 'bb_bandwidth', 'nifty_ret_5d', 'universe_breadth_20d']"
2,0.22396541031435047,0.1902063387414853,0.5718027456647399,0.5502810061657664,0.004875286113710586,0.004729788617563655,"['rolling_vol_20d', 'nifty_vol_20d', 'nifty_vs_sma200', 'nifty_ret_20d', 'universe_breadth_50d', 'high_52w_proximity', 'atr_pct', 'universe_breadth_20d', 'nifty_ret_5d', 'nifty_vs_ema50']"
3,-0.10744735254412524,-0.0014318043325720097,0.4509993552546744,0.4835373375083025,0.005628836993276529,-0.0004325883802029675,"['rolling_vol_20d', 'nifty_vs_sma200', 'nifty_vol_20d', 'nifty_ret_20d', 'universe_breadth_50d', 'universe_breadth_20d', 'nifty_ret_5d', 'nifty_vs_ema50', 'high_52w_proximity', 'atr_pct']"
4,0.14694505800424035,0.0978517817154617,0.539474535688863,0.5682932347839204,0.0071999304845884226,0.0026816204997067734,"['rolling_vol_20d', 'nifty_vol_20d', 'nifty_vs_sma200', 'nifty_ret_20d', 'universe_breadth_20d', 'universe_breadth_50d', 'high_52w_proximity', 'nifty_ret_5d', 'nifty_vs_ema50', 'atr_pct']"
5,0.1647599680342029,0.13238961494011656,0.4571877717573082,0.4554661803497574,0.014998523561315879,0.0062364951963259805,"['rolling_vol_20d', 'nifty_vs_sma200', 'nifty_vol_20d', 'nifty_ret_20d', 'universe_breadth_50d', 'universe_breadth_20d', 'high_52w_proximity', 'nifty_ret_5d', 'nifty_vs_ema50', 'atr_pct']"
6,0.06234885661182702,-0.18548736753640668,0.4940128012740024,0.468367136826933,-0.0021182095038389344,-0.0041458314124139944,"['nifty_vol_20d', 'rolling_vol_20d', 'nifty_vs_sma200', 'nifty_ret_20d', 'universe_breadth_50d', 'universe_breadth_20d', 'nifty_ret_5d', 'high_52w_proximity', 'nifty_vs_ema50', 'nifty_vs_ema20']"
